Case ID,Mission,Payload,Range,Endurance,Cruise Speed,Takeoff,Landing,Environment,Pipeline Status,Final Status,Failed Stage,Failure Category,Failure Reason,Iterations,Converged,Verification Status,Final MTOW,Wing Area,Wing Span,Aspect Ratio,Root Chord,Tip Chord,Taper Ratio,Selected Configuration,Selected Motor,Selected Propeller,Battery,Static Margin,Performance Status,Warnings,Execution Time
893,TRAINING,2.95,46.4,80.8,75.7,RUNWAY,PARACHUTE,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,3,False,N/A,7.215,0.5351,2.3133,10.0,0.3427,0.1199,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,14100.6729
894,MAPPING,2.59,49.2,33.0,122.3,CATAPULT,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,1,False,N/A,5.866999999999999,0.4808,2.2468,10.5,0.2853,0.1427,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,1.113 kg,0.316,SATISFIED,,9843.8817
895,MILITARY,2.81,42.9,43.6,157.7,CATAPULT,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.26 m) exceeds wing root chord (0.23 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.5216,2.889,16.0,0.2299,0.0,0.0,High Wing / Conventional,,,,,,,8.127
896,MILITARY,0.3,219.2,81.8,98.3,CATAPULT,PARACHUTE,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (219.2 km) is physically inconsistent with cruise speed (98.3 km/h) and flight time (81.8 min). Max theoretical range is 134.0 km.,0,False,N/A,,,,,,,,,,,,,,,0.3614
897,INSPECTION,7.81,119.3,131.1,106.8,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.43 m) exceeds wing root chord (0.38 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,1.4498,4.8163,16.0,0.3833,0.0,0.0,High Wing / Conventional,,,,,,,10.2392
898,CUSTOM,10.59,17.4,39.4,88.8,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,15.932,1.9659,4.5433,10.5,0.5769,0.2885,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.729 kg,0.18,SATISFIED,,4352.9976
899,CUSTOM,15.68,11.5,36.4,63.9,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PROPULSION_SIZING,INTERNAL_ERROR,PROPULSION_POWER_LIMIT: Sized power target of 4340.8 W exceeds maximum catalog motor power limit of 3400.0 W.,0,False,N/A,,2.9107,5.5283,10.5,0.702,0.351,0.5,High Wing / Conventional,,,,,,,3.0876
900,CUSTOM,1.97,58.1,46.1,78.7,RUNWAY,PARACHUTE,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,6,False,N/A,7.218,0.5357,2.3144,10.0,0.3429,0.12,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,28852.0437
901,RESEARCH,0.5,109.5,171.0,59.8,HAND_LAUNCH,PARACHUTE,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 0.53 kg.",0,False,N/A,,0.1114,1.0286,9.5,0.1444,0.0722,0.5,High Wing / Conventional,,,,,,,2.4635
902,DELIVERY,2.23,43.0,67.9,86.2,RUNWAY,RUNWAY,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: MassPropertiesOptimizer failed: MassPropertiesOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: MassPropertiesOptimizer failed: MassPropertiesOptimizer failed: No feasible design candidates found.,0,False,N/A,7.350999999999999,0.414,1.8424,8.2,0.2996,0.1498,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,1.430 kg,0.666,SATISFIED,,4382.9454
903,MAPPING,2.51,96.9,67.9,106.4,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (96.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.4659,2.2119,10.5,0.2809,0.1404,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,,,,,3.6606
904,MILITARY,11.87,128.1,126.7,71.5,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.53 m) exceeds wing root chord (0.47 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,2.2035,5.9376,16.0,0.4725,0.0,0.0,High Wing / Conventional,,,,,,,8.9823
905,SURVEY,2.0,522.5,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (522.5 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2275
906,SECURITY,14.44,113.0,125.1,100.4,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.59 m) exceeds wing root chord (0.52 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,2.6805,6.5489,16.0,0.5211,0.0,0.0,High Wing / Conventional,,,,,,,3.866
907,INSPECTION,2.0,30.0,460.7,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.22 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.3713,2.4373,16.0,0.194,0.0,0.0,High Wing / Conventional,,,,,,,4.4481
908,DELIVERY,1.04,62.0,136.3,75.1,HAND_LAUNCH,BELLY_LANDING,FOREST,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Cargo' in database weighs 2.00 kg, which exceeds the maximum allowed structural payload limit of 1.09 kg.",0,False,N/A,,0.1931,1.2582,8.2,0.2046,0.1023,0.5,High Wing / Conventional,,,,,,,6.4814
909,MILITARY,2.0,525.7,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (525.7 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.213
910,AGRICULTURE,12.94,17.0,25.3,72.6,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,15.88,2.4021,4.2445,7.5,0.5659,0.5659,1.0,Low Wing / Conventional,KDE Direct 7215XF,22x12 APC,2.623 kg,0.181,SATISFIED,,4440.7941
911,DISASTER_RESPONSE,4.7,231.3,100.3,120.7,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (231.30 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8725,3.0267,10.5,0.3843,0.1922,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,3.6403
912,SECURITY,16.64,17.5,24.8,67.3,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.63 m) exceeds wing root chord (0.56 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,3.0889,7.0301,16.0,0.5594,0.0,0.0,High Wing / Conventional,,,,,,,4.1383
913,SECURITY,1.06,79.4,232.8,56.6,HAND_LAUNCH,BELLY_LANDING,FOREST,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.16 m) exceeds wing root chord (0.14 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.1968,1.7744,16.0,0.1412,0.0,0.0,High Wing / Twin Boom,,,,,,,3.7461
914,TRAINING,1.29,126.6,145.9,135.2,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (126.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2395,1.5857,10.5,0.2014,0.1007,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,,,,,4.6743
915,SECURITY,2.97,34.0,23.0,178.6,RUNWAY,BELLY_LANDING,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.27 m) exceeds wing root chord (0.24 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.5513,2.9701,16.0,0.2363,0.0,0.0,High Wing / Twin Boom,,,,,,,4.6527
916,CUSTOM,2.0,30.0,490.1,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (1.29 m/s) is below the minimum required rate of climb constraint (1.50 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (92.4 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,13.638,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,9.502 kg,0.182,,,3.7455
917,SECURITY,2.42,39.3,21.4,169.7,CATAPULT,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.24 m) exceeds wing root chord (0.21 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,0.4492,2.681,16.0,0.2133,0.0,0.0,High Wing / Conventional,,,,,,,8.2574
918,TRAINING,1.01,73.8,176.7,53.4,CATAPULT,BELLY_LANDING,FOREST,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Cruise speed (53.4 kmh) is below the minimum safe cruise speed boundary (76.4 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,4.3950000000000005,0.1875,1.4031,10.5,0.1782,0.0891,0.5,High Wing / Conventional,SunnySky X2216,15x10 APC,1.482 kg,0.435,,,3.7494
919,CUSTOM,2.81,80.0,73.8,107.7,CATAPULT,RUNWAY,MOUNTAIN,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,7.387,0.5216,2.3403,10.5,0.2972,0.1486,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,2.412 kg,0.241,SATISFIED,,4435.6818
920,CUSTOM,2.0,30.0,529.7,85.0,RUNWAY,RUNWAY,RURAL,PERFORMANCE_INFEASIBLE,PERFORMANCE_INFEASIBLE,PERFORMANCE_SIZING,PERFORMANCE_INFEASIBLE,"Rate of climb (1.07 m/s) is below the minimum required rate of climb constraint (1.50 m/s).; Cruise speed (85.0 kmh) is below the minimum safe cruise speed boundary (95.0 kmh, representing a 20.0% safety margin above clean stall).",0,False,N/A,14.405,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,10.269 kg,0.179,,,4.6298
921,MAPPING,1.16,128.8,137.0,112.6,CATAPULT,NET_RECOVERY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (128.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2153,1.5037,10.5,0.1909,0.0955,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,,,,,3.4729
922,TRAINING,16.94,49.9,30.8,61.5,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (49.9 km) is physically inconsistent with cruise speed (61.5 km/h) and flight time (30.8 min). Max theoretical range is 31.6 km.,0,False,N/A,,,,,,,,,,,,,,,0.3445
923,INSPECTION,18.59,34.5,36.5,64.3,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.67 m) exceeds wing root chord (0.59 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,3.4509,7.4307,16.0,0.5913,0.0,0.0,High Wing / Conventional,,,,,,,5.3539
924,MILITARY,0.36,205.0,81.8,92.3,CATAPULT,PARACHUTE,MARINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (205.0 km) is physically inconsistent with cruise speed (92.3 km/h) and flight time (81.8 min). Max theoretical range is 125.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2316
925,CUSTOM,3.07,67.8,80.4,73.0,CATAPULT,PARACHUTE,MOUNTAIN,INTERNAL_EXCEPTION,INTERNAL_ERROR,VERIFICATION,INTERNAL_ERROR,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,2,False,N/A,7.221,0.5366,2.3164,10.0,0.3432,0.1201,0.35,High Wing / Conventional,T-Motor AT3520,11x7 APC,1.232 kg,0.39,SATISFIED,,9924.8649
926,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.3489
927,RESEARCH,11.2,145.0,150.7,77.9,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (145.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,2.0791,4.4443,9.5,0.6238,0.3119,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,,,,,9.2054
928,SURVEY,1.0,30.0,-10.0,80.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Flight time target must be positive (got -10.0 minutes); Mission range (30.0 km) is physically inconsistent with cruise speed (80.0 km/h) and flight time (-10.0 min). Max theoretical range is -13.3 km.,0,False,N/A,,,,,,,,,,,,,,,0.2362
929,SECURITY,12.68,72.2,126.8,89.2,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (0.55 m) exceeds wing root chord (0.49 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,2.3538,6.1369,16.0,0.4884,0.0,0.0,High Wing / Conventional,,,,,,,4.7782
930,DISASTER_RESPONSE,4.74,232.5,110.4,168.6,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (232.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.8799,3.0396,10.5,0.386,0.193,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,3.4208
931,TRAINING,1.93,170.5,81.9,190.2,RUNWAY,RUNWAY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (170.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.3583,1.9396,10.5,0.2463,0.1232,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,,,,,3.2568
932,SURVEY,0.29,215.3,170.5,118.0,CATAPULT,PARACHUTE,MARINE,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.30 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,2.5259
933,CUSTOM,0.66,57.4,26.9,142.7,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,2,False,N/A,2.7700000000000005,0.1225,1.1342,10.5,0.144,0.072,0.5,High Wing / Conventional,SunnySky X2216,12x6 APC,0.331 kg,0.689,SATISFIED,,14151.3739
934,SURVEY,2.43,46.1,23.1,122.3,RUNWAY,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: ElectricalOptimizer failed: ElectricalOptimizer failed: No feasible design candidates found.,4,False,N/A,5.324,0.4511,2.1763,10.5,0.2764,0.1382,0.5,High Wing / Conventional,T-Motor MN5008,22x12 APC,0.735 kg,0.348,SATISFIED,,24125.8197
935,SURVEY,1.39,152.6,150.9,134.9,HAND_LAUNCH,NET_RECOVERY,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (152.60 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.258,1.646,10.5,0.209,0.1045,0.5,High Wing / Conventional,SunnySky X2216,16x8 APC,,,,,3.9081
936,AGRICULTURE,3.12,203.7,91.4,194.8,RUNWAY,RUNWAY,DESERT,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (203.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.5792,2.0842,7.5,0.2779,0.2779,1.0,Low Wing / Conventional,T-Motor AT3520,22x12 APC,,,,,5.4722
937,CUSTOM,2.0,30.0,45.0,339.0,RUNWAY,RUNWAY,RURAL,INTERNAL_EXCEPTION,INTERNAL_ERROR,PERFORMANCE_SIZING,INTERNAL_ERROR,Rate of climb (0.56 m/s) is below the minimum required rate of climb constraint (1.50 m/s).,0,False,N/A,7.241,0.3713,1.9744,10.5,0.2507,0.1254,0.5,High Wing / Conventional,T-Motor MN5008,20x10 APC,3.105 kg,0.227,,,4.9409
938,INSPECTION,2.0,517.5,45.0,85.0,RUNWAY,RUNWAY,RURAL,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,MISSION_TRANSLATION,INVALID_REQUIREMENTS,Mission range (517.5 km) is physically inconsistent with cruise speed (85.0 km/h) and flight time (45.0 min). Max theoretical range is 63.8 km.,0,False,N/A,,,,,,,,,,,,,,,0.2724
939,SURVEY,4.96,97.9,71.3,104.9,CATAPULT,RUNWAY,MOUNTAIN,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (97.90 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.9207,3.1093,10.5,0.3948,0.1974,0.5,High Wing / Conventional,T-Motor AT4120,22x12 APC,,,,,3.5627
940,RESEARCH,1.9,52.2,23.1,126.0,RUNWAY,BELLY_LANDING,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: MassPropertiesOptimizer failed: MassPropertiesOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: MassPropertiesOptimizer failed: MassPropertiesOptimizer failed: No feasible design candidates found.,0,False,N/A,6.025,0.3527,1.8305,9.5,0.2569,0.1285,0.5,High Wing / Conventional,T-Motor MN5008,18x10 APC,0.646 kg,0.821,SATISFIED,,4140.7105
941,RESEARCH,8.47,25.1,54.3,76.2,RUNWAY,RUNWAY,RURAL,NON_CONVERGED,CONVERGENCE_FAILED,VERIFICATION,CONVERGENCE_FAILED,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,0,False,N/A,15.486,1.5723,3.8648,9.5,0.5424,0.2712,0.5,High Wing / Conventional,KDE Direct 7215XF,22x12 APC,3.730 kg,0.218,SATISFIED,,5489.3705
942,MAPPING,0.16,102.8,189.5,57.0,CATAPULT,BELLY_LANDING,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,PROPULSION_SIZING,COMPONENT_DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'RGB Camera' in database weighs 0.51 kg, which exceeds the maximum allowed structural payload limit of 0.17 kg.",0,False,N/A,,0.1114,1.0814,10.5,0.1373,0.0687,0.5,High Wing / Conventional,,,,,,,4.3381
943,SECURITY,54.94,30.0,45.0,85.0,RUNWAY,RUNWAY,RURAL,SIZING_INFEASIBLE,SIZING_INFEASIBLE,FUSELAGE_SIZING,SIZING_INFEASIBLE,"Sized fuselage width (1.15 m) exceeds wing root chord (1.02 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.",0,False,N/A,,10.1987,12.7742,16.0,1.0165,0.0,0.0,High Wing / Conventional,,,,,,,5.9428
944,AGRICULTURE,1.16,132.7,224.8,60.7,CATAPULT,PARACHUTE,RURAL,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION,AVIONICS_SIZING,COMPONENT_DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (132.70 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,0,False,N/A,,0.2153,1.2708,7.5,0.1694,0.1694,1.0,Low Wing / Conventional,SunnySky X2216,15x10 APC,,,,,21.8817
