case_id,mission_type,payload_kg,endurance_min,range_km,cruise_speed_kmh,environment,takeoff_type,landing_type,budget,input_valid,selection_success,selected_vehicle_family,selection_score,alternative_vehicle,warnings,failure_category,failure_reason,execution_time_ms
1633,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0335
1634,MILITARY,1.11,23.0,2.6,17.5,INDOOR,VERTICAL,VERTICAL,34087.75,True,True,MULTIROTOR,0.8,None,,,,0.0578
1635,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0334
1636,CUSTOM,9.3,59.1,67.5,80.8,DESERT,RUNWAY,RUNWAY,69266.69,True,True,FIXED_WING,1.0,VTOL,,,,0.0642
1637,RESEARCH,0.89,13.8,11.1,31.9,URBAN,VERTICAL,VERTICAL,72888.99,True,True,MULTIROTOR,0.8,VTOL,,,,0.0668
1638,MAPPING,16.13,21.2,10.0,65.4,RURAL,VERTICAL,VERTICAL,42790.41,True,True,MULTIROTOR,0.7,VTOL,,,,0.065
1639,RESEARCH,2.14,17.2,4.3,30.4,RURAL,VERTICAL,VERTICAL,79827.7,True,True,MULTIROTOR,0.8,VTOL,,,,0.0616
1640,AGRICULTURE,4.09,60.6,61.1,82.7,DESERT,HAND_LAUNCH,PARACHUTE,63286.67,True,True,FIXED_WING,1.0,VTOL,,,,0.0674
1641,CUSTOM,2.68,101.4,100.5,79.8,FOREST,HAND_LAUNCH,PARACHUTE,72728.04,True,True,FIXED_WING,1.0,VTOL,,,,0.0638
1642,INSPECTION,11.02,28.9,60.2,63.8,RURAL,RUNWAY,VERTICAL,28432.16,True,True,VTOL,0.8,MULTIROTOR,,,,0.0657
1643,SURVEY,15.12,31.3,67.7,82.5,MOUNTAIN,RUNWAY,VERTICAL,12110.91,True,True,VTOL,0.8,MULTIROTOR,,,,0.0729
1644,SECURITY,1.1,50.9,102.1,90.0,DESERT,RUNWAY,NET_RECOVERY,77330.07,True,True,FIXED_WING,1.0,VTOL,,,,0.068
1645,DISASTER_RESPONSE,2.85,33.1,3.5,47.8,URBAN,VERTICAL,VERTICAL,48248.77,True,True,MULTIROTOR,0.8,VTOL,,,,0.0636
1646,DISASTER_RESPONSE,3.66,39.7,4.0,24.9,RURAL,VERTICAL,VERTICAL,31391.8,True,True,MULTIROTOR,0.8,VTOL,,,,0.0696
1647,AGRICULTURE,1.78,87.8,88.9,93.4,DESERT,HAND_LAUNCH,PARACHUTE,46111.35,True,True,FIXED_WING,1.0,VTOL,,,,0.063
1648,RESEARCH,2.31,22.5,10.0,27.6,URBAN,VERTICAL,VERTICAL,50427.57,True,True,MULTIROTOR,0.8,VTOL,,,,0.0619
1649,TRAINING,1.47,19.0,13.1,49.1,URBAN,VERTICAL,VERTICAL,41930.91,True,True,MULTIROTOR,0.8,VTOL,,,,0.0615
1650,DISASTER_RESPONSE,3.43,128.6,33.0,98.5,MOUNTAIN,RUNWAY,RUNWAY,79248.96,True,True,FIXED_WING,1.0,VTOL,,,,0.0627
1651,CUSTOM,3.03,14.3,13.2,45.6,URBAN,VERTICAL,VERTICAL,51015.23,True,True,MULTIROTOR,0.8,VTOL,,,,0.0668
1652,DISASTER_RESPONSE,1.42,18.5,1.9,33.9,INDOOR,VERTICAL,VERTICAL,47390.92,True,True,MULTIROTOR,0.8,None,,,,0.0639
1653,DISASTER_RESPONSE,1.87,26.8,10.7,35.2,URBAN,VERTICAL,VERTICAL,26895.18,True,True,MULTIROTOR,0.8,VTOL,,,,0.0626
1654,RESEARCH,4.34,136.1,62.8,53.7,FOREST,CATAPULT,RUNWAY,41442.28,True,True,FIXED_WING,1.0,VTOL,,,,0.0679
1655,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.0087
1656,CUSTOM,0.47,14.1,0.6,21.1,INDOOR,VERTICAL,VERTICAL,10217.44,True,True,MULTIROTOR,0.8,None,,,,0.0616
1657,INSPECTION,2.1,123.5,74.0,64.6,DESERT,HAND_LAUNCH,BELLY_LANDING,72395.89,True,True,VTOL,0.8,MULTIROTOR,,,,0.0637
1658,SURVEY,2.0,30.0,500.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,Extended range target (500.0 km) approaches maximum battery energy density threshold.,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,0.0346
1659,SURVEY,19.12,32.6,34.6,70.9,RURAL,VERTICAL,VERTICAL,76180.02,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
1660,DISASTER_RESPONSE,0.96,12.4,5.0,26.5,INDOOR,VERTICAL,VERTICAL,4441.25,True,True,MULTIROTOR,0.8,None,,,,0.0588
1661,MAPPING,2.61,105.8,115.8,77.4,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,21276.45,True,True,FIXED_WING,1.0,VTOL,,,,0.071
1662,DISASTER_RESPONSE,5.91,55.9,145.2,107.4,FOREST,VERTICAL,VERTICAL,23558.89,True,True,VTOL,0.95,MULTIROTOR,,,,0.0641
1663,SURVEY,0.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,0.0079
1664,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0346
1665,SECURITY,1.33,20.8,1.0,30.9,INDOOR,VERTICAL,VERTICAL,50496.31,True,True,MULTIROTOR,0.8,None,,,,0.0582
1666,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0354
1667,MAPPING,2.03,58.9,25.0,52.4,FOREST,RUNWAY,PARACHUTE,46342.6,True,True,FIXED_WING,0.85,VTOL,,,,0.0673
1668,RESEARCH,1.07,14.2,2.7,36.8,INDOOR,VERTICAL,VERTICAL,36717.29,True,True,MULTIROTOR,0.8,None,,,,0.0615
1669,DELIVERY,0.89,26.8,13.7,29.1,URBAN,VERTICAL,VERTICAL,67203.49,True,True,MULTIROTOR,0.8,VTOL,,,,0.0663
1670,SURVEY,2.8,113.9,76.5,100.0,DESERT,RUNWAY,RUNWAY,15563.97,True,True,FIXED_WING,1.0,VTOL,,,,0.063
1671,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.0077
1672,SURVEY,0.9,23.1,1.5,35.2,INDOOR,VERTICAL,VERTICAL,43783.51,True,True,MULTIROTOR,0.8,None,,,,0.0665
1673,MILITARY,24.42,78.1,57.0,46.4,MOUNTAIN,VERTICAL,VERTICAL,52422.04,True,True,VTOL,0.95,MULTIROTOR,,,,0.0643
1674,RESEARCH,3.18,42.0,67.3,61.6,RURAL,VERTICAL,VERTICAL,26839.04,True,True,VTOL,0.95,MULTIROTOR,,,,0.067
1675,INSPECTION,10.19,81.1,55.2,62.4,DESERT,RUNWAY,RUNWAY,24800.07,True,True,VTOL,0.8,MULTIROTOR,,,,0.0712
1676,AGRICULTURE,14.27,45.1,72.7,44.9,RURAL,VERTICAL,VERTICAL,3564.58,True,True,VTOL,0.95,MULTIROTOR,,,,0.0674
1677,DELIVERY,0.24,20.4,0.6,26.4,INDOOR,VERTICAL,VERTICAL,69105.11,True,True,MULTIROTOR,0.8,None,,,,0.0626
1678,TRAINING,3.44,125.3,117.6,105.6,MOUNTAIN,CATAPULT,BELLY_LANDING,75349.89,True,True,FIXED_WING,1.0,VTOL,,,,0.0651
1679,DELIVERY,4.0,128.6,30.9,71.4,DESERT,CATAPULT,BELLY_LANDING,66016.94,True,True,FIXED_WING,1.0,VTOL,,,,0.1663
1680,CUSTOM,23.79,89.4,49.8,55.5,DESERT,RUNWAY,VERTICAL,4610.98,True,True,VTOL,0.8,MULTIROTOR,,,,0.1718
1681,INSPECTION,10.2,66.8,46.6,60.8,MOUNTAIN,VERTICAL,VERTICAL,18154.8,True,True,VTOL,0.95,MULTIROTOR,,,,0.128
1682,SECURITY,1.05,148.1,46.2,56.2,MOUNTAIN,RUNWAY,RUNWAY,76075.86,True,True,FIXED_WING,1.0,VTOL,,,,0.1958
1683,MAPPING,13.21,51.1,22.8,81.5,DESERT,VERTICAL,VERTICAL,39477.96,True,True,VTOL,0.7,MULTIROTOR,,,,0.1588
1684,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.1189
1685,SECURITY,0.65,22.1,4.2,15.4,INDOOR,VERTICAL,VERTICAL,26761.42,True,True,MULTIROTOR,0.8,None,,,,0.101
1686,CUSTOM,2.14,91.4,28.5,106.2,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,11116.94,True,True,FIXED_WING,1.0,VTOL,,,,0.2423
1687,DELIVERY,22.99,70.2,69.1,61.3,DESERT,VERTICAL,RUNWAY,54724.65,True,True,VTOL,0.95,MULTIROTOR,,,,0.1027
1688,TRAINING,2.53,26.2,6.5,27.5,RURAL,VERTICAL,VERTICAL,14070.81,True,True,MULTIROTOR,0.8,VTOL,,,,0.1584
1689,SECURITY,22.72,20.8,64.3,76.0,RURAL,VERTICAL,VERTICAL,62520.36,True,True,VTOL,0.95,MULTIROTOR,,,,0.0862
1690,INSPECTION,2.67,112.8,54.1,116.9,MOUNTAIN,VERTICAL,VERTICAL,37891.55,True,True,VTOL,0.95,MULTIROTOR,,,,0.1437
1691,RESEARCH,19.96,71.0,53.5,70.2,DESERT,RUNWAY,RUNWAY,61149.69,True,True,FIXED_WING,1.0,VTOL,,,,0.0807
1692,RESEARCH,2.52,27.6,4.2,40.7,URBAN,VERTICAL,VERTICAL,62813.71,True,True,MULTIROTOR,0.8,VTOL,,,,0.0702
1693,CUSTOM,4.85,92.7,35.0,61.1,MOUNTAIN,CATAPULT,PARACHUTE,45328.52,True,True,FIXED_WING,1.0,VTOL,,,,0.0649
1694,SURVEY,1.05,19.0,3.5,37.1,INDOOR,VERTICAL,VERTICAL,31261.19,True,True,MULTIROTOR,0.8,None,,,,0.0602
1695,MILITARY,15.79,52.8,15.0,64.0,RURAL,VERTICAL,RUNWAY,4701.69,True,True,VTOL,0.7,MULTIROTOR,,,,0.0634
1696,SECURITY,1.28,130.9,116.0,91.8,RURAL,RUNWAY,PARACHUTE,78369.03,True,True,FIXED_WING,1.0,VTOL,,,,0.0792
1697,DISASTER_RESPONSE,0.2,6.1,1.6,11.8,INDOOR,VERTICAL,VERTICAL,44186.19,True,True,MULTIROTOR,0.8,None,,,,0.0611
1698,SURVEY,3.46,138.5,65.9,92.1,DESERT,CATAPULT,RUNWAY,35036.98,True,True,FIXED_WING,1.0,VTOL,,,,0.0758
1699,RESEARCH,2.77,30.9,8.2,25.7,RURAL,VERTICAL,VERTICAL,74348.36,True,True,MULTIROTOR,0.8,VTOL,,,,0.0633
1700,SURVEY,3.0,30.0,-5.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target range must be greater than 0 km. Provided: -5.0 km.,0.011
1701,SURVEY,2.63,19.3,8.8,22.0,RURAL,VERTICAL,VERTICAL,45908.84,True,True,MULTIROTOR,0.8,VTOL,,,,0.0623
1702,MILITARY,5.03,111.1,84.6,115.9,MARINE,VERTICAL,VERTICAL,47883.44,True,True,VTOL,0.95,MULTIROTOR,,,,0.0687
1703,SURVEY,16.02,67.4,78.8,72.2,MOUNTAIN,RUNWAY,RUNWAY,11594.4,True,True,FIXED_WING,1.0,VTOL,,,,0.069
1704,AGRICULTURE,3.47,72.8,83.7,64.0,DESERT,HAND_LAUNCH,PARACHUTE,45520.79,True,True,FIXED_WING,1.0,VTOL,,,,0.0644
1705,INSPECTION,0.24,16.4,4.3,10.5,INDOOR,VERTICAL,VERTICAL,64719.97,True,True,MULTIROTOR,0.8,None,,,,0.0611
1706,MAPPING,1.09,118.6,82.9,73.8,FOREST,CATAPULT,RUNWAY,59090.96,True,True,FIXED_WING,1.0,VTOL,,,,0.0641
1707,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0399
1708,MAPPING,21.27,70.5,62.9,70.8,RURAL,VERTICAL,RUNWAY,50159.48,True,True,VTOL,0.95,MULTIROTOR,,,,0.068
1709,MILITARY,7.86,115.4,137.7,72.5,MARINE,VERTICAL,VERTICAL,67971.63,True,True,VTOL,0.95,MULTIROTOR,,,,0.0665
1710,SURVEY,1.41,37.5,10.9,47.0,URBAN,VERTICAL,VERTICAL,19454.65,True,True,MULTIROTOR,0.8,VTOL,,,,0.0667
1711,AGRICULTURE,3.31,90.2,78.1,90.3,DESERT,HAND_LAUNCH,PARACHUTE,37065.38,True,True,FIXED_WING,1.0,VTOL,,,,0.0686
1712,MAPPING,6.02,85.4,39.7,60.8,MARINE,VERTICAL,VERTICAL,73915.33,True,True,VTOL,0.95,MULTIROTOR,,,,0.0647
1713,TRAINING,1.69,127.5,80.8,61.4,RURAL,CATAPULT,BELLY_LANDING,79906.92,True,True,FIXED_WING,1.0,VTOL,,,,0.0641
1714,DISASTER_RESPONSE,3.08,16.4,14.9,41.2,URBAN,VERTICAL,VERTICAL,11457.07,True,True,MULTIROTOR,0.8,VTOL,,,,0.0669
1715,AGRICULTURE,0.71,24.0,9.6,43.3,URBAN,VERTICAL,VERTICAL,45220.14,True,True,MULTIROTOR,0.8,VTOL,,,,0.0633
1716,MILITARY,1.69,38.8,12.8,48.5,URBAN,VERTICAL,VERTICAL,28763.03,True,True,MULTIROTOR,0.8,VTOL,,,,0.0646
1717,DELIVERY,2.27,95.9,75.6,75.4,RURAL,CATAPULT,BELLY_LANDING,40190.37,True,True,FIXED_WING,1.0,VTOL,,,,0.0693
1718,SECURITY,2.25,146.0,72.3,95.3,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,17078.97,True,True,FIXED_WING,1.0,VTOL,,,,0.069
1719,CUSTOM,0.82,10.1,2.0,17.5,INDOOR,VERTICAL,VERTICAL,17080.38,True,True,MULTIROTOR,0.8,None,,,,0.0587
1720,SURVEY,2.17,21.5,4.0,40.1,RURAL,VERTICAL,VERTICAL,50954.75,True,True,MULTIROTOR,0.8,VTOL,,,,0.0658
1721,MILITARY,3.58,35.8,4.4,37.2,URBAN,VERTICAL,VERTICAL,24315.61,True,True,MULTIROTOR,0.8,VTOL,,,,0.0621
1722,DELIVERY,4.31,145.0,105.1,60.2,MOUNTAIN,HAND_LAUNCH,BELLY_LANDING,26062.01,True,True,FIXED_WING,1.0,VTOL,,,,0.0632
1723,INSPECTION,0.93,9.9,4.0,28.1,INDOOR,VERTICAL,VERTICAL,11384.23,True,True,MULTIROTOR,0.8,None,,,,0.0584
1724,RESEARCH,0.12,18.9,2.2,23.2,INDOOR,VERTICAL,VERTICAL,54848.73,True,True,MULTIROTOR,0.8,None,,,,0.0659
1725,SECURITY,1.98,99.6,48.4,61.7,FOREST,HAND_LAUNCH,PARACHUTE,25952.19,True,True,FIXED_WING,1.0,VTOL,,,,0.0673
1726,AGRICULTURE,2.61,94.0,111.4,84.9,DESERT,HAND_LAUNCH,NET_RECOVERY,13601.93,True,True,FIXED_WING,1.0,VTOL,,,,0.0692
1727,CUSTOM,0.62,12.2,4.4,14.6,INDOOR,VERTICAL,VERTICAL,64866.87,True,True,MULTIROTOR,0.8,None,,,,0.0586
1728,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0365
1729,SECURITY,0.26,8.2,1.8,16.2,INDOOR,VERTICAL,VERTICAL,8928.34,True,True,MULTIROTOR,0.8,None,,,,0.0634
1730,AGRICULTURE,3.33,136.5,49.7,65.2,FOREST,HAND_LAUNCH,BELLY_LANDING,60632.22,True,True,FIXED_WING,1.0,VTOL,,,,0.0635
1731,INSPECTION,6.78,92.4,34.4,72.3,FOREST,VERTICAL,VERTICAL,20579.41,True,True,VTOL,0.95,MULTIROTOR,,,,0.0657
1732,DISASTER_RESPONSE,7.63,64.6,40.9,94.3,MOUNTAIN,VERTICAL,VERTICAL,68614.63,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
1733,SURVEY,45.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,0.0351
1734,SURVEY,5.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Maximum takeoff weight limit (3.0 kg) must be greater than payload weight (5.0 kg).,0.0087
1735,SURVEY,25.0,30.0,250.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,0.0385
1736,DELIVERY,2.44,40.7,144.1,108.2,FOREST,VERTICAL,VERTICAL,22741.28,True,True,VTOL,0.95,MULTIROTOR,,,,0.0627
1737,DISASTER_RESPONSE,0.77,6.5,4.3,39.3,INDOOR,VERTICAL,VERTICAL,42455.63,True,True,MULTIROTOR,0.8,None,,,,0.0627
1738,RESEARCH,1.78,37.6,13.7,23.4,URBAN,VERTICAL,VERTICAL,46591.29,True,True,MULTIROTOR,0.8,VTOL,,,,0.0614
1739,TRAINING,8.67,38.5,79.2,43.2,DESERT,VERTICAL,VERTICAL,63416.48,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
1740,MILITARY,14.74,32.9,28.4,73.4,DESERT,RUNWAY,RUNWAY,28161.04,True,True,FIXED_WING,0.85,VTOL,,,,0.0629
1741,SURVEY,3.0,30.0,20.0,0.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,0.0088
1742,SURVEY,1.41,73.2,80.1,108.1,DESERT,CATAPULT,NET_RECOVERY,57039.49,True,True,FIXED_WING,1.0,VTOL,,,,0.0683
1743,CUSTOM,1.85,16.8,13.2,26.8,RURAL,VERTICAL,VERTICAL,35081.24,True,True,MULTIROTOR,0.8,VTOL,,,,0.0646
1744,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.035
1745,DISASTER_RESPONSE,2.68,25.2,11.6,23.2,URBAN,VERTICAL,VERTICAL,66544.34,True,True,MULTIROTOR,0.8,VTOL,,,,0.0622
1746,AGRICULTURE,7.89,50.7,50.1,60.5,FOREST,VERTICAL,VERTICAL,11088.45,True,True,VTOL,0.95,MULTIROTOR,,,,0.064
1747,DELIVERY,3.4,101.7,140.7,108.1,MARINE,VERTICAL,VERTICAL,73642.63,True,True,VTOL,0.95,MULTIROTOR,,,,0.0678
1748,SURVEY,2.0,500.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,0.0343
1749,SURVEY,3.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,-100.0,False,False,None,,None,,INVALID_REQUIREMENTS,Financial budget must be greater than $0 if specified. Provided: $-100.0.,0.0078
1750,DELIVERY,2.94,13.5,4.5,45.2,RURAL,VERTICAL,VERTICAL,15520.73,True,True,MULTIROTOR,0.8,VTOL,,,,0.0615
1751,MAPPING,1.21,16.2,2.5,13.5,INDOOR,VERTICAL,VERTICAL,69248.78,True,True,MULTIROTOR,0.8,None,,,,0.0603
1752,CUSTOM,5.13,57.0,62.6,66.9,MOUNTAIN,VERTICAL,VERTICAL,51775.88,True,True,VTOL,0.95,MULTIROTOR,,,,0.0625
1753,AGRICULTURE,0.57,26.1,12.0,23.1,URBAN,VERTICAL,VERTICAL,74617.05,True,True,MULTIROTOR,0.8,VTOL,,,,0.0611
1754,SURVEY,3.0,-10.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Target flight time must be greater than 0 minutes. Provided: -10.0 min.,0.0085
1755,MAPPING,2.12,34.8,8.4,44.9,URBAN,VERTICAL,VERTICAL,64864.46,True,True,MULTIROTOR,0.8,VTOL,,,,0.0622
1756,DISASTER_RESPONSE,7.42,50.8,119.5,80.0,MARINE,VERTICAL,VERTICAL,69541.09,True,True,VTOL,0.95,MULTIROTOR,,,,0.063
1757,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0343
1758,MAPPING,1.43,33.3,2.9,24.6,URBAN,VERTICAL,VERTICAL,48066.77,True,True,MULTIROTOR,0.8,VTOL,,,,0.0613
1759,INSPECTION,2.37,66.9,122.4,83.1,MOUNTAIN,VERTICAL,VERTICAL,23327.96,True,True,VTOL,0.95,MULTIROTOR,,,,0.0638
1760,SURVEY,5.0,30.0,20.0,60.0,RURAL,VERTICAL,VERTICAL,10000.0,False,False,None,,None,,INVALID_REQUIREMENTS,Maximum takeoff weight limit (3.0 kg) must be greater than payload weight (5.0 kg).,0.0079
1761,MAPPING,0.45,18.4,4.9,20.8,INDOOR,VERTICAL,VERTICAL,74607.52,True,True,MULTIROTOR,0.8,None,,,,0.0649
1762,INSPECTION,2.89,35.8,2.7,46.7,URBAN,VERTICAL,VERTICAL,2117.39,True,True,MULTIROTOR,0.8,VTOL,,,,0.063
1763,DELIVERY,0.5,19.4,4.5,31.1,INDOOR,VERTICAL,VERTICAL,38362.59,True,True,MULTIROTOR,0.8,None,,,,0.0718
1764,SECURITY,10.2,55.7,70.7,86.9,DESERT,RUNWAY,VERTICAL,37782.6,True,True,VTOL,0.8,MULTIROTOR,,,,0.0641
1765,SECURITY,1.35,15.1,1.1,34.2,INDOOR,VERTICAL,VERTICAL,36026.38,True,True,MULTIROTOR,0.8,None,,,,0.0591
1766,MILITARY,0.36,14.2,2.0,21.6,INDOOR,VERTICAL,VERTICAL,78947.24,True,True,MULTIROTOR,0.8,None,,,,0.0582
1767,SURVEY,1.29,11.1,2.9,21.8,INDOOR,VERTICAL,VERTICAL,33877.8,True,True,MULTIROTOR,0.8,None,,,,0.0588
1768,DELIVERY,3.87,62.0,42.0,81.5,FOREST,VERTICAL,VERTICAL,24390.11,True,True,VTOL,0.95,MULTIROTOR,,,,0.0668
1769,AGRICULTURE,23.54,48.6,72.9,46.9,MOUNTAIN,VERTICAL,RUNWAY,61676.85,True,True,VTOL,0.95,MULTIROTOR,,,,0.0636
1770,INSPECTION,0.61,21.7,6.9,26.6,RURAL,VERTICAL,VERTICAL,59965.42,True,True,MULTIROTOR,0.8,VTOL,,,,0.0675
1771,MILITARY,0.47,19.3,4.8,35.7,INDOOR,VERTICAL,VERTICAL,36143.82,True,True,MULTIROTOR,0.8,None,,,,0.0586
1772,SECURITY,24.0,79.0,65.2,80.4,RURAL,VERTICAL,RUNWAY,8923.12,True,True,VTOL,0.95,MULTIROTOR,,,,0.0634
1773,SECURITY,3.2,20.7,13.6,34.2,RURAL,VERTICAL,VERTICAL,37288.45,True,True,MULTIROTOR,0.8,VTOL,,,,0.1282
1774,RESEARCH,1.14,15.4,1.6,11.5,INDOOR,VERTICAL,VERTICAL,59625.7,True,True,MULTIROTOR,0.8,None,,,,0.0636
1775,RESEARCH,23.33,60.5,42.9,75.7,MOUNTAIN,VERTICAL,VERTICAL,8949.46,True,True,VTOL,0.95,MULTIROTOR,,,,0.065
1776,SURVEY,2.0,30.0,20.0,350.0,RURAL,VERTICAL,VERTICAL,,True,False,None,,None,,NO_VALID_VEHICLE,No feasible aircraft design solution: Cruise speed requirement (350.0 km/h) exceeds platform dynamic limit (300.0 km/h).,0.0348
1777,TRAINING,4.42,58.2,121.3,107.7,RURAL,VERTICAL,VERTICAL,3362.67,True,True,VTOL,0.95,MULTIROTOR,,,,0.0655
1778,RESEARCH,3.8,146.0,98.6,95.6,MOUNTAIN,HAND_LAUNCH,NET_RECOVERY,61283.09,True,True,FIXED_WING,1.0,VTOL,,,,0.0632
1779,MAPPING,6.75,78.4,84.7,99.4,MARINE,VERTICAL,VERTICAL,54656.24,True,True,VTOL,0.95,MULTIROTOR,,,,0.0725
1780,SURVEY,4.88,52.5,113.2,113.1,FOREST,VERTICAL,VERTICAL,16049.2,True,True,VTOL,0.95,MULTIROTOR,,,,0.0628
1781,SECURITY,11.94,89.5,16.4,55.4,RURAL,VERTICAL,VERTICAL,59642.19,True,True,VTOL,0.7,MULTIROTOR,,,,0.067
1782,SURVEY,1.77,34.7,3.9,33.5,URBAN,VERTICAL,VERTICAL,16531.22,True,True,MULTIROTOR,0.8,VTOL,,,,0.0621
1783,SECURITY,1.43,14.8,3.6,30.0,INDOOR,VERTICAL,VERTICAL,38209.78,True,True,MULTIROTOR,0.8,None,,,,0.0592
1784,AGRICULTURE,2.15,107.6,29.5,51.6,MOUNTAIN,RUNWAY,PARACHUTE,41211.03,True,True,FIXED_WING,1.0,VTOL,,,,0.0639
1785,TRAINING,2.22,10.0,9.8,35.7,URBAN,VERTICAL,VERTICAL,62842.4,True,True,MULTIROTOR,0.8,VTOL,,,,0.0643
1786,CUSTOM,4.1,115.2,56.9,102.7,FOREST,VERTICAL,VERTICAL,15880.7,True,True,VTOL,0.95,MULTIROTOR,,,,0.0623
1787,CUSTOM,15.27,27.9,27.2,60.9,MOUNTAIN,VERTICAL,RUNWAY,63930.19,True,True,VTOL,0.8,MULTIROTOR,,,,0.0661
1788,DELIVERY,0.74,10.3,4.4,24.2,INDOOR,VERTICAL,VERTICAL,13151.49,True,True,MULTIROTOR,0.8,None,,,,0.0582
1789,MILITARY,4.06,91.5,117.0,89.8,MOUNTAIN,RUNWAY,RUNWAY,19464.8,True,True,FIXED_WING,1.0,VTOL,,,,0.0685
1790,SECURITY,20.75,83.2,46.1,72.3,RURAL,RUNWAY,RUNWAY,5851.06,True,True,FIXED_WING,1.0,VTOL,,,,0.0629
1791,SURVEY,6.44,89.0,120.2,83.6,MARINE,VERTICAL,VERTICAL,11013.38,True,True,VTOL,0.95,MULTIROTOR,,,,0.0652
