CASE_ID,CASE_CATEGORY,MISSION_TYPE,PAYLOAD_KG,RANGE_KM,ENDURANCE_MIN,CRUISE_SPEED_KMH,HOVER_REQUIRED,VTOL_REQUIRED,RUNWAY_AVAILABLE,CONFINED_OPERATION,ENVIRONMENT,OPTIMIZATION_PRIORITY,EXPECTED_FAMILY,RAW_SELECTOR_OUTPUT,NORMALIZED_FAMILY_OUTPUT,SELECTED_SCORE,CONFIDENCE,ALTERNATIVE_CANDIDATES,REASONING_PROS,PENALTIES_CONS,VALIDATION_RESULT,FINAL_TEST_CLASSIFICATION,MANUAL_REVIEW,MANUAL_EXPECTED_FAMILY,MANUAL_PASS_FAIL,REVIEWER_COMMENT
CASE_MR_001,DETERMINISTIC,INSPECTION,0.1,1.0,10.0,40.0,True,True,False,True,URBAN,BALANCED,MULTIROTOR,QUADCOPTER,MULTIROTOR,0.8,0.9,HEXACOPTER:0.8; OCTOCOPTER:0.6; VTOL:0.55; FIXED_WING:0.0,Vertical takeoff and precision hover capability | Low mechanical and electronic complexity | Low baseline system cost,,VALID,PASS,,,,
CASE_FW_067,DETERMINISTIC,MAPPING,3.0,45.0,60.0,106.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_068,DETERMINISTIC,AGRICULTURE,5.0,45.0,60.0,107.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_069,DETERMINISTIC,MILITARY,7.5,60.0,60.0,108.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_070,DETERMINISTIC,RESEARCH,10.0,60.0,90.0,109.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_071,DETERMINISTIC,SURVEY,0.5,80.0,90.0,110.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_072,DETERMINISTIC,MAPPING,1.0,80.0,90.0,111.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_073,DETERMINISTIC,AGRICULTURE,2.0,100.0,120.0,112.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_074,DETERMINISTIC,MILITARY,3.0,100.0,120.0,113.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_075,DETERMINISTIC,RESEARCH,5.0,120.0,120.0,114.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_076,DETERMINISTIC,SURVEY,7.5,120.0,150.0,115.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_077,DETERMINISTIC,MAPPING,10.0,150.0,150.0,116.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_078,DETERMINISTIC,AGRICULTURE,0.5,150.0,150.0,117.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_079,DETERMINISTIC,MILITARY,1.0,200.0,180.0,118.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_080,DETERMINISTIC,RESEARCH,2.0,200.0,180.0,119.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_081,DETERMINISTIC,SURVEY,3.0,30.0,180.0,80.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_082,DETERMINISTIC,MAPPING,5.0,30.0,240.0,81.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_083,DETERMINISTIC,AGRICULTURE,7.5,45.0,240.0,82.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_084,DETERMINISTIC,MILITARY,10.0,45.0,240.0,83.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_085,DETERMINISTIC,RESEARCH,0.5,60.0,45.0,84.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_086,DETERMINISTIC,SURVEY,1.0,60.0,45.0,85.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_087,DETERMINISTIC,MAPPING,2.0,80.0,45.0,86.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_088,DETERMINISTIC,AGRICULTURE,3.0,80.0,60.0,87.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_089,DETERMINISTIC,MILITARY,5.0,100.0,60.0,88.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_090,DETERMINISTIC,RESEARCH,7.5,100.0,60.0,89.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_091,DETERMINISTIC,SURVEY,10.0,120.0,90.0,90.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_092,DETERMINISTIC,MAPPING,0.5,120.0,90.0,91.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_093,DETERMINISTIC,AGRICULTURE,1.0,150.0,90.0,92.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_094,DETERMINISTIC,MILITARY,2.0,150.0,120.0,93.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_095,DETERMINISTIC,RESEARCH,3.0,200.0,120.0,94.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_096,DETERMINISTIC,SURVEY,5.0,200.0,120.0,95.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_097,DETERMINISTIC,MAPPING,7.5,30.0,150.0,96.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.05,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_098,DETERMINISTIC,AGRICULTURE,10.0,30.0,150.0,97.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.9; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.05,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_099,DETERMINISTIC,MILITARY,0.5,45.0,150.0,98.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_100,DETERMINISTIC,RESEARCH,1.0,45.0,180.0,99.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_101,DETERMINISTIC,SURVEY,2.0,60.0,180.0,100.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_102,DETERMINISTIC,MAPPING,3.0,60.0,180.0,101.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_103,DETERMINISTIC,AGRICULTURE,5.0,80.0,240.0,102.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_104,DETERMINISTIC,MILITARY,7.5,80.0,240.0,103.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_105,DETERMINISTIC,RESEARCH,10.0,100.0,240.0,104.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_106,DETERMINISTIC,SURVEY,0.5,100.0,45.0,105.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_107,DETERMINISTIC,MAPPING,1.0,120.0,45.0,106.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.45; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_108,DETERMINISTIC,AGRICULTURE,2.0,120.0,45.0,107.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,0.9,0.92,VTOL:0.8; HEXACOPTER:0.55; QUADCOPTER:0.4; OCTOCOPTER:0.25,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km).,,VALID,PASS,,,,
CASE_FW_109,DETERMINISTIC,MILITARY,3.0,150.0,60.0,108.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_110,DETERMINISTIC,RESEARCH,5.0,150.0,60.0,109.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_111,DETERMINISTIC,SURVEY,7.5,200.0,60.0,110.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_112,DETERMINISTIC,MAPPING,10.0,200.0,90.0,111.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_113,DETERMINISTIC,AGRICULTURE,0.5,30.0,90.0,112.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_114,DETERMINISTIC,MILITARY,1.0,30.0,90.0,113.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,HEXACOPTER:0.8; VTOL:0.8; OCTOCOPTER:0.6; QUADCOPTER:0.3,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_115,DETERMINISTIC,RESEARCH,2.0,45.0,120.0,114.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_116,DETERMINISTIC,SURVEY,3.0,45.0,120.0,115.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_117,DETERMINISTIC,MAPPING,5.0,60.0,120.0,116.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_118,DETERMINISTIC,AGRICULTURE,7.5,60.0,150.0,117.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_119,DETERMINISTIC,MILITARY,10.0,80.0,150.0,118.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.55; OCTOCOPTER:0.25; QUADCOPTER:0.0,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_120,DETERMINISTIC,RESEARCH,0.5,80.0,150.0,119.0,False,False,False,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
CASE_FW_121,DETERMINISTIC,SURVEY,1.0,100.0,180.0,80.0,False,False,True,False,RURAL,MAXIMUM_RANGE,FIXED_WING,FIXED_WING,FIXED_WING,1.0,0.92,VTOL:0.8; HEXACOPTER:0.45; OCTOCOPTER:0.25; QUADCOPTER:0.1,High aerodynamic lift-to-drag efficiency | Exceptional range (> 30 km) | High cruise endurance | Ideal candidate for long-range mapping and survey (> 30 km). | Excellent wing-borne flight endurance.,,VALID,PASS,,,,
