Case ID,Mission Type,Payload Weight (kg),Range (km),Endurance (min),Cruise Speed (km/h),Takeoff Type,Landing Type,Operating Environment,Budget,Selected Vehicle Family,Selection Success,Selection Score,Primary Candidate,Alternative Candidate 1,Alternative Candidate 1 Score,Alternative Candidate 2,Alternative Candidate 2 Score,Candidate Ranking,Selection Reason,Status,Failure Category,Failure Reason,Warnings
883,CUSTOM,0.4,1.5,18.3,13.7,VERTICAL,VERTICAL,INDOOR,62534.21,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the CUSTOM mission because it optimally satisfies the 0.4 kg payload, 1.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
884,DELIVERY,5.07,120.1,97.6,114.6,VERTICAL,VERTICAL,RURAL,8703.15,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 5.07 kg payload, 120.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
885,MILITARY,2.61,8.7,36.1,43.0,VERTICAL,VERTICAL,URBAN,46950.42,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 2.61 kg payload, 8.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
886,MILITARY,1.72,112.7,93.7,67.6,HAND_LAUNCH,BELLY_LANDING,MOUNTAIN,13662.2,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 1.72 kg payload, 112.7 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
887,AGRICULTURE,5.1,86.3,41.4,110.9,VERTICAL,VERTICAL,MOUNTAIN,40498.92,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 5.1 kg payload, 86.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
888,DISASTER_RESPONSE,17.33,36.2,31.3,79.1,RUNWAY,RUNWAY,MOUNTAIN,75915.24,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.15,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 17.33 kg payload, 36.2 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
889,MILITARY,1.53,73.1,135.5,52.3,HAND_LAUNCH,RUNWAY,FOREST,48649.68,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 1.53 kg payload, 73.1 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
890,INSPECTION,0.17,3.8,20.3,26.0,VERTICAL,VERTICAL,INDOOR,68430.91,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 0.17 kg payload, 3.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
891,AGRICULTURE,3.87,88.4,95.4,74.2,VERTICAL,VERTICAL,MOUNTAIN,29779.58,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 3.87 kg payload, 88.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
892,SURVEY,3.0,20.0,30.0,0.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Cruise speed must be greater than 0 km/h. Provided: 0.0 km/h.,
893,AGRICULTURE,22.57,16.8,48.7,69.7,RUNWAY,RUNWAY,DESERT,78186.63,FIXED_WING,True,0.85,FIXED_WING,VTOL,0.7,MULTIROTOR,0.05,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 0.85, Rating: EXCELLENT). This category is recommended for the AGRICULTURE mission because it optimally satisfies the 22.57 kg payload, 16.8 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
894,SURVEY,0.74,4.7,8.7,16.3,VERTICAL,VERTICAL,INDOOR,57859.76,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.74 kg payload, 4.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
895,MAPPING,3.83,124.5,91.7,110.2,VERTICAL,VERTICAL,FOREST,30113.59,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 3.83 kg payload, 124.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
896,INSPECTION,3.5,43.2,41.7,106.1,VERTICAL,VERTICAL,MARINE,49388.9,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the INSPECTION mission because it optimally satisfies the 3.5 kg payload, 43.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
897,TRAINING,1.61,10.7,28.0,39.2,VERTICAL,VERTICAL,RURAL,59273.98,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 1.61 kg payload, 10.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
898,TRAINING,1.37,1.2,13.5,10.3,VERTICAL,VERTICAL,INDOOR,71071.68,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the TRAINING mission because it optimally satisfies the 1.37 kg payload, 1.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
899,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
900,CUSTOM,3.27,95.2,125.5,104.6,CATAPULT,PARACHUTE,MOUNTAIN,76975.54,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the CUSTOM mission because it optimally satisfies the 3.27 kg payload, 95.2 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
901,MAPPING,5.6,128.5,57.1,90.3,VERTICAL,VERTICAL,FOREST,36584.28,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 5.6 kg payload, 128.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
902,SURVEY,45.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Payload requirement (45.0 kg) exceeds maximum studio envelope limit (35.0 kg).,High payload mass (45.0 kg) requires specialized heavy-lift structural airframe.
903,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
904,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
905,MAPPING,1.35,14.9,37.8,35.8,VERTICAL,VERTICAL,RURAL,29822.88,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MAPPING mission because it optimally satisfies the 1.35 kg payload, 14.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
906,SURVEY,2.0,500.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Range requirement (500.0 km) exceeds maximum studio envelope limit (450.0 km).,Extended range target (500.0 km) approaches maximum battery energy density threshold.
907,DELIVERY,15.11,51.3,71.8,77.2,VERTICAL,RUNWAY,RURAL,74273.46,VTOL,True,0.95,VTOL,MULTIROTOR,0.0,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 15.11 kg payload, 51.3 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
908,INSPECTION,2.39,3.5,23.3,23.3,VERTICAL,VERTICAL,RURAL,69228.64,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 2.39 kg payload, 3.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
909,MILITARY,3.15,8.9,12.2,45.0,VERTICAL,VERTICAL,RURAL,40067.89,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 3.15 kg payload, 8.9 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
910,MAPPING,14.96,63.7,20.6,64.4,VERTICAL,RUNWAY,RURAL,25769.57,VTOL,True,0.95,VTOL,MULTIROTOR,0.15,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MAPPING mission because it optimally satisfies the 14.96 kg payload, 63.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
911,INSPECTION,0.25,3.6,23.4,12.0,VERTICAL,VERTICAL,INDOOR,24893.09,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 0.25 kg payload, 3.6 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
912,MILITARY,6.96,50.2,37.5,117.4,VERTICAL,VERTICAL,FOREST,44877.29,VTOL,True,0.95,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the MILITARY mission because it optimally satisfies the 6.96 kg payload, 50.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
913,SURVEY,0.0,20.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,10000.0,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,NOT PROVIDED BY ENGINE,INVALID_REQUIREMENTS,INVALID_REQUIREMENTS,Payload weight must be greater than 0 kg. Provided: 0.0 kg.,
914,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
915,SURVEY,25.0,250.0,30.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Combined heavy payload (25.0 kg) and extended range (250.0 km) exceeds structural MTOW limit.,
916,SECURITY,4.23,67.1,109.1,116.7,VERTICAL,VERTICAL,RURAL,16078.75,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 4.23 kg payload, 67.1 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
917,MILITARY,2.77,3.5,12.7,31.2,VERTICAL,VERTICAL,RURAL,74727.85,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 2.77 kg payload, 3.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
918,MILITARY,0.56,7.8,34.3,39.4,VERTICAL,VERTICAL,URBAN,62942.86,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 0.56 kg payload, 7.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
919,RESEARCH,2.72,116.8,146.8,55.0,CATAPULT,RUNWAY,RURAL,62998.54,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,None,,"FIXED_WING, VTOL","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the RESEARCH mission because it optimally satisfies the 2.72 kg payload, 116.8 km range, and CATAPULT takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
920,INSPECTION,4.85,94.8,66.3,87.4,VERTICAL,VERTICAL,MOUNTAIN,21836.29,VTOL,True,0.95,VTOL,MULTIROTOR,0.1,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.95, Rating: EXCELLENT). This category is recommended for the INSPECTION mission because it optimally satisfies the 4.85 kg payload, 94.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
921,DISASTER_RESPONSE,2.24,3.5,32.0,30.1,VERTICAL,VERTICAL,RURAL,11050.25,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 2.24 kg payload, 3.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
922,RESEARCH,0.62,3.4,22.8,20.6,VERTICAL,VERTICAL,INDOOR,27471.68,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the RESEARCH mission because it optimally satisfies the 0.62 kg payload, 3.4 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
923,INSPECTION,0.88,2.2,14.7,27.5,VERTICAL,VERTICAL,INDOOR,53903.8,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the INSPECTION mission because it optimally satisfies the 0.88 kg payload, 2.2 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
924,SURVEY,2.0,20.0,500.0,60.0,VERTICAL,VERTICAL,RURAL,,None,False,,None,None,,None,,NOT PROVIDED BY ENGINE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,NO_VALID_VEHICLE,NO_VALID_VEHICLE,No feasible aircraft design solution: Endurance requirement (500.0 min) exceeds battery/fuel energy storage density limit (450.0 min).,
925,SURVEY,0.65,0.8,22.2,20.6,VERTICAL,VERTICAL,INDOOR,33564.38,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the SURVEY mission because it optimally satisfies the 0.65 kg payload, 0.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
926,MILITARY,1.16,4.7,13.0,34.5,VERTICAL,VERTICAL,INDOOR,46846.82,MULTIROTOR,True,0.8,MULTIROTOR,None,,None,,MULTIROTOR,"Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the MILITARY mission because it optimally satisfies the 1.16 kg payload, 4.7 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
927,DISASTER_RESPONSE,3.38,10.5,31.9,44.6,VERTICAL,VERTICAL,URBAN,26603.73,MULTIROTOR,True,0.8,MULTIROTOR,VTOL,0.5,None,,"MULTIROTOR, VTOL","Recommended Aircraft Category: QUADCOPTER (Score: 0.8, Rating: GOOD). This category is recommended for the DISASTER_RESPONSE mission because it optimally satisfies the 3.38 kg payload, 10.5 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
928,MAPPING,20.65,10.8,50.8,43.8,VERTICAL,VERTICAL,DESERT,70296.64,VTOL,True,0.5,VTOL,MULTIROTOR,0.4,None,,"VTOL, MULTIROTOR","Recommended Aircraft Category: VTOL (Score: 0.5, Rating: ACCEPTABLE). This category is recommended for the MAPPING mission because it optimally satisfies the 20.65 kg payload, 10.8 km range, and VERTICAL takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
929,TRAINING,3.17,57.1,103.1,85.2,HAND_LAUNCH,BELLY_LANDING,FOREST,30952.91,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the TRAINING mission because it optimally satisfies the 3.17 kg payload, 57.1 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
930,DELIVERY,2.16,99.7,59.3,66.7,HAND_LAUNCH,BELLY_LANDING,MOUNTAIN,31498.78,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.1,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the DELIVERY mission because it optimally satisfies the 2.16 kg payload, 99.7 km range, and HAND_LAUNCH takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
931,SECURITY,24.0,51.1,31.7,47.7,RUNWAY,RUNWAY,RURAL,70724.56,FIXED_WING,True,1.0,FIXED_WING,VTOL,0.8,MULTIROTOR,0.15,"FIXED_WING, VTOL, MULTIROTOR","Recommended Aircraft Category: FIXED_WING (Score: 1.0, Rating: EXCELLENT). This category is recommended for the SECURITY mission because it optimally satisfies the 24.0 kg payload, 51.1 km range, and RUNWAY takeoff requirements with minimal complexity trade-offs.",SELECTED,,,
